,text,polarity,sentiment
1344,jkenney would like able choose vaccine would get vaccine pfizervaccine pfizerbiontech modernavaccine,0.5,Positive
1345,1st pfizerbiontech dose amp grateful months ahead saskhealth offer everyone,0.0,Neutral
1346,joe biden receives first dose pfizer covid19 vaccine billhemmer hemmerreports,0.25,Positive
1347,hsajwanization bet vying get front line get turkish scientists invented vac,0.0,Neutral
1348,family friends pretty much everyone around love verb getvaccinated,0.31666666666666665,Positive
1349,super grateful receive covid19 vaccination today keeping patients safe,0.41666666666666663,Positive
1350,got hope everyone pfizerbiontech mayopccm mayoclinic,0.0,Neutral
1351,boom right delt grateful given opportunity rwjuh rwjmsneuro rwjbarnabas 1 2,0.2857142857142857,Positive
1352,great chat truths myths covid covidvaccine pfizerbiontech modernavaccine dr_shaps,0.8,Positive
1353,444 new covid19 cases bc additional 12 deaths total 777 deaths linked pandemic 4108 peo,0.06818181818181818,Positive
1354,vaccine review pfizerbiontechs interim report covid19 vaccine efficacy bnt162b2 rct medtwitter,0.0,Neutral
1355,meggg_e take vaccine covid19 covid vaccination vaccines vaccinessavelives,0.0,Neutral
1356,live updates pfizer trump administration nearing deal additional vaccine doses multiple authors,0.06818181818181818,Positive
1357,welcoming first pfizerbiontech vaccines oakville amp halton today thank healthcareheroes,0.25,Positive
1358,happy join ranks physiatry covid vaccine part 1 done thank pfizerbiontech,0.8,Positive
1359,real pleasure volunteer post nights shift royalfreenhs consent patients staff key workers,0.1,Positive
1360,profdfrancis p_openshaw rkhamis rallamee drshaisen ricardopetraco imperialnhli heard yesterday wer,0.0,Neutral
1361,well think clear winner iqaward2020 healthcare worker administering vaccine reali,0.10000000000000002,Positive
1362,fase 3 pfizer pfizerbiontech vacuna sars_cov_2,0.0,Neutral
1363,helpmybreathing pfizer bealelab drsimonashworth mark_toshner confirm felt got first dose,0.25,Positive
1364,helpmybreathing pfizer bealelab drsimonashworth mark_toshner looking forward reporting vaccinat,0.0,Neutral
1365,reutersuk waiting euuktradedeal ukeutradedeal euukbrexittradedeal ukeubrexittradedeal leads incl,0.0,Neutral
1366,martindaubney mfogarty__ guyverhofstadt think guyverhofstadt sexy european name eu eu27 europeanunion,0.25,Positive
1367,pfizer nears deal trumpadministration provide vaccine doses pfizerbiontech,0.0,Neutral
1368,yay got covid19 vaccine ummc feeling fine ummcnews rtandon3 martinmccandle3 fasserotweet,0.4166666666666667,Positive
1369,tremendous effortsfor better mankind pfizer pfizer pfizerbiontech pfizercovidvaccine covid19,0.41666666666666663,Positive
1370,christmas hits want christmas mariahcarey 1994 covid19 pfizerbiontech pfizer,0.0,Neutral
1371,clinic underway pfizerbiontech covid19 vaccine administered kalamazoo county right,0.2857142857142857,Positive
1372,protecting high risk realdonaldtrump bull shit true 16 yo grocery workers wouldnt,0.10333333333333332,Positive
1373,breaking covid19 dubai gets first pfizerbiontech vaccines ahead free vaccination drive dxbmediaoffice,0.325,Positive
1374,italian medicines agency aifa_ufficiale general manager nicola magrini appears emotional announcing,0.016666666666666673,Positive
1375,realdonaldtrump pfizerbiontech vaccine held warehouses,0.0,Neutral
1376,breaking uae ministry health amp prevention confirms emergency registration pfizerbiontech vaccine uae wam,0.0,Neutral
1377,justintrudeau cpho_canada pattyhajdu billblair dleblancnb want christmas ccpchina mol,0.0,Neutral
1378,question everyone asked pfizerbiontech experience getting 2nd dose work,0.0,Neutral
1379,3 hours since first pfizerbiontech covidvaccination side effects noted thus far widely descri,0.08333333333333333,Positive
1380,according dxbmediaoffice pfizerbiontech vaccine soon available free charge,0.4,Positive
1381,breaking dubais supreme committee crisis disaster management says extensive inoculation campaign,0.0,Neutral
1382,breaking dubai approved use pfizerbiontech vaccine government start extensive inocu,0.0,Neutral
1383,news alert dubai approved 2nd vaccine pfizerbiontech roll public free charge starting wednesday,0.1,Positive
1384,eu_commission approved pfizerbiontech covid19 vaccine hours european medicines agency ema ga,0.0,Neutral
1385,coronavirus dubai start using pfizerbiontech vaccine via thenationalnews,0.0,Neutral
1386,mutated coronavirus strain known vui20201201 lineage b117 sent pharma companies back la,0.0,Neutral
1387,dose 1 complete pfizerbiontech quotes glass enter harborviewmc see quote,0.1,Positive
1388,bostonchildrens thankful finally light end tunnel covid19vaccine science research,0.4,Positive
1389,pfizerbiontech moderna begin testing covid19 vaccines new coronavirusstrain,0.13636363636363635,Positive
1390,week first doses pfizerbiontech covid19 vaccine administered olfson_med members,0.25,Positive
1391,massive announcement free pfizer vaccine part vaccination drive dubai starting tomorrow,0.13333333333333333,Positive
1392,groundbreaking research wang nianshuang chinese scientist working dr jason mclellans lab ut aus,0.0,Neutral
1393,breaking dubai emergency crisis disasters committee confirm launch pfizerbiontech vaccine campaign fo,0.0,Neutral
1394,countriesregions approved vaccines 1 2 3 4 5 6 7 8 9 10 11 12,0.0,Neutral
1395,breaking italian medicines agency aifa approves use pfizerbiontech vaccine italy foll,0.0,Neutral
1396,chose get vaccinated today get covid_19 pfizerbiontech covid19vacccine nhs nhsheroes,0.0,Neutral
1397,vaccine part 1 done pfizerbiontech imperialnhs vaccination,0.0,Neutral
1398,everyone one thinking side effects covid19 vaccine read pfizervaccine pfizerbiontech fda,0.0,Neutral
1399,anthonyfauci convince people trust lets talk vaccines biontech pfizer,0.0,Neutral
1400,covid19 vaccination first task done covid19vaccinations pfizerbiontech dontpanic vaccinessavelives,0.25,Positive
1401,today 1st dose covid19 pfizerbiontech vaccine thank martin amp danny making feel ease des,0.0,Neutral
1402,spending afternoon volunteering prescribe pfizerbiontech vaccine mkhospital following vaccin,0.0,Neutral
1403,covid jab likely protect new variant covid19 coronavirus uk pfizer biontech pfizerbiontech,0.06818181818181818,Positive
1404,abscbnnews roll pandemic heroes pfizerbiontech covid19 vaccine roll rollout,0.0,Neutral
1405,nice article explaining rna vaccine work pfizerbiontech,0.6,Positive
1406,sat fresh cup coffee could witness drfauci receive covid19 vaccine live lik,0.21818181818181817,Positive
1407,teammates vaccinate together stay together icupharm twitterx pfizerbiontech,0.0,Neutral
1408,two dose vaccine give larger number people one shot smaller group two shots,0.0,Neutral
1409,vaccination already started three residential care centres belgium 96 years old jos hermans wa,0.1,Positive
1410,simple mere fact pfizerbiontech bosses say produce new vaccine covid19 variant onl,-0.12121212121212122,Negative
1411,received covid19 vaccine feels bit exciting historic pfizerbiontech,0.15,Positive
1412,first vaccinations begun administered nursing homes across us pfizervaccine pfizerbiontech,0.25,Positive
1413,level playing field eubelgium belgique vaccinatie pfizerbiontech alexanderdecroo sciensano,0.0,Neutral
1414,moderna vaccine important addition pfizerbiontech mrna covid19 vaccine many wondering ho,0.45,Positive
1415,covid19 freezers arrive cyprus first vaccines euvaccinationdays start dec 27 pfizerbiontechs,0.25,Positive
1416,europeanunion approved usage pfizerbiontech vaccine novel coronavirus within,0.0,Neutral
1417,federer_78 darkinrosie flyingste slightlyatsea yeah especially considering got 800k pfizerbiontech va,0.0,Neutral
1418,22dicembre vaccinoanticovid vaccino vaccinocovid pfizer pfizerbiontech italia covid19 covid19italia,0.0,Neutral
1419,got vaccinated hurraah covidvaccine pfizerbiontech vaccineswork,0.0,Neutral
1420,great hear north shields primary care network pcn director dr dave tomson speaking team effort involved,0.6000000000000001,Positive
1421,news24 fin24 public outcry stop lying one wants pfizerbiontech vaccine,0.1,Positive
1422,congratulations john vaccineidol amazing photos north shields second site goes live northtyneside,0.24545454545454548,Positive
1423,highly doubt cant control virus vaccine vaccineswontwork sarscov2 covid19 mutation,0.16,Positive
1424,scared andor worried new vaccine covid19 covid20 vaccine vaccination pfizer pfizervaccine,0.13636363636363635,Positive
1425,grateful amp proud get first two covid19 vaccine doses minimise risk patients see,0.525,Positive
1426,barring economics knowledge health system externality future still recommend send right signa,0.14285714285714285,Positive
1427,pfizerbiontech covid19vaccine set make 13b 2021 vaccines able follow lucrative footsteps,0.5,Positive
1428,check excellent resource vaccines amp immunity idsainfo realtime information moderna,1.0,Positive
1429,watch mutationbeating vaccine possible six weeks pfizerbiontech covidvaccine,0.0,Neutral
1430,neither pfizerbiontech produced experimental mrna vaccine unsafe amp safety data,0.1,Positive
1431,covid19uk covid19 bbcnews bbcbreaking bbcworld skynews skynewsbreak cnn foxnews lbcnews,0.0,Neutral
1432,may eligible covid vaccine ensure family stay safe heres looking better 2,0.5,Positive
1433,getvaccinated take pfizerbiontechvaccine soon expect usual reactions fever tiredn,-0.25,Negative
1434,nurse chattanooga hospital tennessee united states fainted press conference receiving pfi,0.0,Neutral
1435,wonderful speaking leenaanees one first people uk received,0.625,Positive
1436,nathankg pfizerbiontech say produce new vaccine mutant 6weeks unbelievable virus ha,-0.05681818181818182,Negative
1437,eu approves pfizerbiontech covid19 vaccine read,0.0,Neutral
1438,yesterday eus medicines agency approved pfizerbiontech vaccine however eu population 450,0.0,Neutral
1439,uff breath guys ugur sahin boss biontech man behind pfizerbiontech vaccine read,-0.4,Negative
1440,dose 1 pfizerbiontech vaccine one go posing risk vulnerable patients others late j,-0.4,Negative
1441,european commission approves use pfizerbiontech covid19 vaccine eu bombhaat,0.0,Neutral
1442,next day nigerian covid19 patients injected nafdacvaccine zombie pfizerbiontech,0.0,Neutral
1443,us presidentelect joebiden joebiden received first dose coronavirus vaccine televised eve,0.25,Positive
1444,covid pfizerbiontech vaccine approved eu states research,0.0,Neutral
1445,vaccine qatar first batch given elderly chronic conditions amp medical staff fr,0.125,Positive
1446,health eu paves way covid19 vaccination campaigns euhealth coronavirus,0.0,Neutral
1447,biontech_group ceo says could provide new vaccine mimic significant virus mutations within 6 weeks,0.2556818181818182,Positive
1448,biontech chief executive said monday confident covid19 vaccine codeveloped pfizerbiontech w,0.5,Positive
1449,saudiarabia started massive vaccination campaign novel coronavirus minister health,0.0,Neutral
1450,singapore become asias first country receive delivery pfizerbiontech covid vaccine monday dece,0.25,Positive
1451,singapore receives asias first shipment pfizerbiontechdeveloped covid19 vaccine 21 dec week prior,0.125,Positive
1453,founder german biotechnology company biontech ugur sahin said vaccine effective new mu,0.24545454545454545,Positive
1454,well folks ive first dose pfizer_uk biontech_group vaccine sunday good side eff,0.475,Positive
1455,interesting tendency americans usually calling pfizer europeans biontechvaccine pfizerbiontech,0.125,Positive
1456,us began administering vaccines week ago approved jabs developed pfizerbiontech moderna,0.1,Positive
1457,us presidentelect joebiden publicly receives first course pfizerbiontech covid19vaccine,0.125,Positive
1458,nstnation science technology innovation minister series tweets said would hold press confere,0.0,Neutral
1459,uk absence data led regulators exclude pregnant breastfeeding women vaccination,0.16041666666666665,Positive
1460,eu vaccine roll hundreds millions careful regulator review,-0.1,Negative
1461,presidentelect joebiden received first dose pfizerbiontech covid19 vaccine monday bombhaat,0.25,Positive
1462,sosomething pretty cool happened today covid19vaccine firstdose pfizerbiontech healthcareprofessional,0.3,Positive
1463,first decline federal funding first receive eua pfizerbiontech covid19 vaccine dev,0.25,Positive
1464,presidentelect joebiden received first dose pfizerbiontech coronavirusvaccine live television mon,0.19318181818181818,Positive
1465,covidvaccine pfizerbiontech day3 far good vaccineswork,0.39999999999999997,Positive
1466,pfizerbion vaccines hospitals almost week 250000 people received vaccinations p,0.0,Neutral
1467,singapore gets asias first pfizerbiontech coronavirus vaccine doses singapore pfizer pfizerbiontech covid19,0.25,Positive
1468,pfizerbiontech vaccine fda eua course usual question well whats vaccine pfizerbiontech,-0.25,Negative
1469,eu finally gave green light pfizerbiontech coronavirusvaccine monday paving way,0.06666666666666667,Positive
1470,europeanunion gearing start mass vaccinations covid19 christmas following app,0.0,Neutral
1471,europe approves pfizerbiontech coronavirus vaccine source covid19 covid20,0.0,Neutral
1472,show bandaid believe science thank researchers make possible hcw care patien,0.0,Neutral
1473,govrondesantis get vaccine every last citizen florida gets one vaccine pfizerbiontech,0.0,Neutral
1474,presidentelect joebiden receives covid19 vaccine covid20 coronavirus pfizerbiontech joebidenpresidentelect,0.0,Neutral
1475,headsup warning covidvaccine pfizervaccine pfizerbiontech britain anyone history,0.0,Neutral
1476,us presidentelect joe biden receives first dose pfizerbiontech coronavirus vaccine,0.25,Positive
1477,real news tiffany p dover old pics sold new ones fb account canceled today isnt,0.14545454545454548,Positive
1478,even youre bad mood want fuck pfizerbiontech,-0.5499999999999999,Negative
1479,first shipment coronavirus covid19 vaccine manufactured pfizer biontech arrived,0.25,Positive
1480,today joined thousands people across usa receiving pfizerbiontech covid19 vaccine thanks,0.2,Positive
1481,us presidentelect joebiden received first course pfizerbiontech vaccine christianacare hospita,0.25,Positive
1482,presidentelect joe biden got vaccinated covid_19 live television joebiden received first dose,0.19318181818181818,Positive
1483,dose 1 covid vaccine complete thank president trump minds behind operation warpspeed r,-0.15000000000000002,Negative
1484,pfizerbiontech status vaccine india,0.0,Neutral
1485,nurse practitioner christianacare hospital delaware administered first dose vaccine produced,0.25,Positive
1486,kat1124 waiting niaid get dosesdidnt want cut line wonder since helped run,0.0,Neutral
1487,interesting read thoughts polyethylene glycol cause anaphylaxis receiving,0.5,Positive
1488,shahm80071092 far pfizerbiontech moderna vaccine works,0.1,Positive
1489,got pfizerbiontech covid19 vaccine today im feeling fine early christmas present im hoping w,0.17222222222222225,Positive
1490,got vaccine covidvacccine mrna pfizerbiontech,0.0,Neutral
1491,stop taking pictures giving vaccine start giving widely covid19 vaccine pfizer pfizerbiontech moderna,-0.1,Negative
1492,lin_manuel wrote im throwing away shotthisisourshot stickittocovid covidvaccine leadbyexample,0.0,Neutral
1493,noor hisham says takes 90120 days malaysia vet pfizer vaccine people dying malaysia slow ass,-0.30000000000000004,Negative
1494,want ask world health organization isnt strange find new strain evolution covid19,0.043181818181818175,Positive
1495,vaccines changed us lucky never seen real life older generations r,0.2333333333333333,Positive
1496,chinas sinovac covid19 vaccine proves effective brazil trials wsj ukcovidcrisis,0.44999999999999996,Positive
1497,took selfie pfizerbiontech covid19 vaccine arrived el centro california immediate,0.0,Neutral
1498,thank pfizerbiontech,0.0,Neutral
1499,usa us presidentelect joe biden vaccinated 1st shot twoshot pfizerbiontech,0.0,Neutral
1500,pfizerbiontech getting shot wednesday 1145 follow 3 weeks later thank request f,0.0,Neutral
1501,aside comirnaty also names proposed covid19vaccine eu27,0.0,Neutral
1502,ukcovid uklockdown reinounido mutacioncovid19 mutation coronavirus sars_cov_2 covid_19 covid19 covid20,0.0,Neutral
1503,covid us presidentelect joe biden gets vaccine live tv,0.13636363636363635,Positive
1504,given questions regarding pfizerbiontech covidvaccine allergic reactions happy see,0.8,Positive
1505,led moderna modernavaccine led pfizerbiontech pfizervaccine scientists say,0.0,Neutral
1506,december 21 2020 information covid19 pandemic across canada around world click li,0.0,Neutral
1507,presidentelect joebiden received first dose pfizerbiontech covid19 vaccine monday event br,0.25,Positive
1508,pfizer sending tiktok_us instagram influencers covid vaccine genius finally fighting back,0.0,Neutral
1509,anyone know ingredients genuinely involved vaccine dont want healthy young man,0.3333333333333333,Positive
1510,dick trusts us upper arm easily vaccination pfizerbiontech,0.21666666666666667,Positive
1511,profvrr alandove thank much team edition unfortunately australia stupid,-0.36666666666666664,Negative
1512,2020 ice cream nyc newyork covid covid19 covid_19 covid20 pandemic coronavirus icecream park,0.0,Neutral
1513,mycovidvax first shot pfizerbiontech protect keep family friends colleagues neighbors p,0.25,Positive
1514,grandad getting first part pfizerbiontech covid19 vaccine tomorrow great scientific achiev,0.525,Positive
1515,hopefully first step putting behind us great service covid19 vaccine team setrust,0.21666666666666667,Positive
1516,wasnt going say anything vaccine anymore crossed path think twice vaccination,0.0,Neutral
1517,48 hours post covid vaccine pain arm gone tired long day 430a,-0.225,Negative
1518,biden receives first dose coronavirus vaccine publicly biden bidenvaccine pfizerbiontech,0.125,Positive
1519,pfizer pfizercovidvaccine pfizerbiontech pfizerbiontech come give pfizer placebo participants vaccine,0.0,Neutral
1520,new rtenews 9 oclock ireland third wave pandemic people urged stay ho,0.06818181818181818,Positive
1521,presidentelect joebiden received first dose pfizerbiontech coronavirus vaccine monday afternoon,0.25,Positive
1522,call oxfordvaccine developed oxford amp astrazeneca pfizer vaccine whe,0.1,Positive
1523,get vaccine quickly immunity kick example get flu vaccine takes,0.3333333333333333,Positive
1524,question coviddeniers house senate moved front covidvaccine vaccine line,0.0,Neutral
1525,owe big really joebiden gives kudos frontline health workers including nurse practitioner,0.1,Positive
1526,amymek naomirwolf covidvaccine wonder wanted protection liability taxpayers th,0.0,Neutral
1527,european unions drug regulator approved pfizerbiontech coronavirus vaccine emergency use weeks af,0.0,Neutral
1528,woke right deltoid pain morning high psychosomatic resemblance im injection ive thinki,0.22285714285714286,Positive
1529,hannahthibedeau carolemacneil zchagla q receive second dose pfizerbiontech 28 days,0.0,Neutral
1530,feeling fine 48 hours mildarmsoreness 48hourcheck shot1done vaccinessavelives pfizerbiontech shot2in21days signingofffornow,0.4166666666666667,Positive
1531,89 year old man died covid19 cyprus raising pandemic death toll 96 revised 4 deaths,0.1,Positive
1532,3500 modernavaccine arrive baptisthealthsf put freezers neg 20f top pfizerbiontech,0.5,Positive
1533,coronavirus update pfizer biontech covid vaccine price via youtube covid_19 pfizer,0.0,Neutral
1534,nhsuk thank nhsuk best christmas present ever 65 year old nhs worker mum vaccinated today,0.3666666666666667,Positive
1535,pfizer pfizerbiontech vaccine first get covidvaccine authorisation eur,0.25,Positive
1536,newbrunswick reports 4 new cases covid_19 ℹ total 1871 individuals received first dose,0.12878787878787878,Positive
1537,european union approved pfizerbiontech coronavirus vaccine first inoculations start across 27 co,0.125,Positive
1538,covid19 vaccines 95 effective based mrna similar mild side effect profile pfizer,0.3111111111111111,Positive
1539,eu approves biontechpfizer covid vaccine covid19 pfizerbiontech,0.0,Neutral
1540,health minister stephen donnelly said pfizerbiontech covid19 vaccine rolled,0.0,Neutral
1541,european commission granted conditional marketing authorization cma pfizerbiontech vaccine,0.0,Neutral
1542,another serious question hospital workers fl receive pfizerbiontech vaccine fl wait ent,-0.3333333333333333,Negative
1543,coronavirus biontech pfizer pfizerbiontech science win sciencewillwin lets make trending,0.8,Positive
1544,busy week ive managed get back social media whole feed full covidvaccine need,0.13666666666666666,Positive
1545,moph covid19 vaccination qatar start december 23 qatar qatarnews covid19vaccine pfizerbiontech,0.0,Neutral
1546,fn scar walther tous les jours fuck biontech vaccin pfizerbiontech freezecorleone,-0.4,Negative
1547,first shipment pfizerbiontech covidvaccines arrived singapore priority given healthca,0.25,Positive
1548,full report pfizerbiontech vaccine approval europe new strain covid19 could already,0.24318181818181817,Positive
1549,please sign retweet thank covid19 covid19uk covid_19 schoolsuk covid20 saveourschools covidvaccine,0.0,Neutral
1550,presentation ema approval today pfizer coronavaccine looks like remake cancer vaccin pres,0.0,Neutral
1551,dr lisa wahlrab walsh 05 became one first receive pfizerbiontech covid19 vaccine last week,0.125,Positive
1552,pfizerbiontech vaccine protecting new uk covid variant answer yes according evercore,0.13636363636363635,Positive
1553,im still waiting someone say vaccine pfizer beyoncé covid19 pfizerbeyonce pfizerbiontech coronavirus,0.0,Neutral
1554,following ema_news recommendations released earlier today eu_commission grants marketing authorisation co,0.0,Neutral
1555,uk canada us europe approves pfizerbiontech covid vaccine valimai,0.0,Neutral
1556,two three members household officially vaccinated thankful covidvaccine pfizerbiontech,0.0,Neutral
1557,many us would balk accepting cell line kidney holocaust victim even though injustice f,0.2125,Positive
1558,half million people britain received first dose covid19 pfizerbiontech vaccine,0.04166666666666667,Positive
1559,seeing posts colleagues us getting shots pfizerbiontech vaccine true,0.35,Positive
1560,borisjohnson said 500000 people hav vaccinated covid19 uk recd 800000 doses vacc,0.0,Neutral
1561,uk canada us europe approves pfizerbiontech covid vaccine,0.0,Neutral
1562,vaccine 1 accomplished small pinch burn push within 2 minutes orlandohealth vaccinat,-0.024999999999999994,Negative
1563,eu watchdog approves pfizerbiontech vaccine pandemic,0.0,Neutral
1564,interesting interview john moore professor microbiology immunology cornell ajenglish uk appro,0.5,Positive
1565,vaccine rollout us pathetic failure doses promised moderna amp pfizer,-0.6583333333333333,Negative
1566,varadkar ireland start slower catch covid vaccine record,0.0,Neutral
1567,stephen donnelly says arrival coronavirus vaccine day hope newstalk,0.0,Neutral
1568,someone hacked vaccine get rekt pfizer pfizerbiontech pfizervaccine vaccines,0.0,Neutral
1569,got call getting pfizerbiontech covidvaccine next week grhospitalkw feeling like,0.0,Neutral
1570,isnt william shakespeare due 2nd covid shot wheres media pfizerbiontech,-0.0625,Negative
1571,one get vaccinated disease spread easily covid19 vaccination pfizerbiontech,0.43333333333333335,Positive
1572,belated xmasboxing day gift thank montefiorenyc scientists pfizerbiontech covidvaccine,0.0,Neutral
1573,well sent well received vaccination vaccine covid pfizer pfizerbiontech,0.0,Neutral
1574,covid19vacccine pfizercovidvaccine pfizerbiontech day 3 post vaccine ask questions get answers two,0.0,Neutral
1575,proud received pfizerbiontech vaccine today much comfortable wearing ppe day grateful l,0.6000000000000001,Positive
1576,dont drop pfizerbiontech,0.0,Neutral
1577,reverse engineering source code biontechpfizer sarscov2 vaccine articles covid vaccine,0.0,Neutral
1578,businessinsider maga covidiots using hydroxychloroquine political masters taking,0.0,Neutral
1579,us andor israeli connections words pfizerbiontech moderna vaccines meant say,0.0,Neutral
1580,thepoliticalin6 abc trust 8 days ago received pfizerbiontech covidvaccine next,0.0,Neutral
1581,surtegteborg1 vulnerable choice based data date id want pfizerbiontech vaccine,-0.5,Negative
1582,looking forward receiving pfizerbiontech covid19 vaccine monday morning ospniguarda sarscov2,0.0,Neutral
1583,turn return favor spending whole day vaccinating ustlmed barnesjewish employees,0.2,Positive
1584,transfer first shipment pfizerbiontech vaccine uae dohsocial,0.25,Positive
1586,comparing pfizerbiontech moderna covid19 vaccines,0.0,Neutral
1587,time pfizerbiontech sputnikv moderna already used 4 mass inoculation countries poor,-0.4,Negative
1588,central drugs standard control organisation evaluate oxfords covid19 vaccine emergency use india,0.0,Neutral
1589,summer 2020 covid19 exponentially spreading trump declined several offers procure millions addit,0.05,Positive
1590,grateful science scientists never super excited go hospital christmas ho,0.10416666666666667,Positive
1591,nice comparison pfizerbiontech moderna covidvaccines,0.6,Positive
1592,irak country part gavi vaccine alliance oversees covax uns global vaccine access mecha,0.0,Neutral
1593,first pfizerbiontech coronavirus vaccines arrived poland late friday prime minister mateusz mor,-0.024999999999999994,Negative
1594,mhra responsible pfizerbiontech covid_19 vaccine approval 2020,0.2,Positive
1595,first doses vaccines pfizerbiontech reach lithuania,0.25,Positive
1596,charlyf_81 happy boxing day usually day finns meet friends go movies etc today,0.275,Positive
1597,first batch covid vaccines arrive cyprus pfizerbiontech,0.25,Positive
1598,first shipment pfizer covid19 vaccine reaches france saturday vaccination first dose begins sunday,0.25,Positive
1599,spain receive 45 million doses pfizerbiontechs coronavirus vaccine next 12 weeks vaccina,0.0,Neutral
1600,rollout pfizerbiontech covid19 across europe way following approval monday european,0.0,Neutral
1601,cyprus taking delivery noon saturday first 10000 coronavirus vaccines pfizerbiontech th,0.25,Positive
1602,found beautiful article via esteban thanks amazing vaccine pfizer works try,0.55,Positive
1603,irish boy writes pfizer requesting vaccination santa receives reply ceo new,0.06818181818181818,Positive
1604,covid19 coronavirus stay us next 10 years biontech ceo pfizerbiontech covidvaccines,0.0,Neutral
1605,guess call vaccine pro covid19 donthatetheplayaz happyholidays2020 pfizerbiontech,0.0,Neutral
1606,chicago area hospital pauses covid_19 vaccinations following allergicreactions coronavaccine covid19vaccine,0.0,Neutral
1607,mera number kab aayega already shivering 70 c vaccine pfizerbiontech,0.0,Neutral
1608,feeling mostly back normal day 2 post pfizerbiontech covid19vacccine notthrowingawaymyshot thisisourshot,0.075,Positive
1609,coronavirus vaccine miraculous result frontiers modern biotechnology amp information technology entire dev,0.1,Positive
1611,tony blair makes good point one shot everyone curb pandemic sarscov2 vaccination,0.7,Positive
1612,singapore december 30 became first asian country begin vaccination programme pfizerbiontechs c,0.125,Positive
1613,three sizes available etsy shop igottheshot vaccination vaccine vaccinated,0.4,Positive
1614,explainerwhere covid19 vaccine race covid19 vaccine pfizerbiontech,0.0,Neutral
1615,finally vaccine started eu vaccineday truly historic bringing hope relief millions peop,0.0,Neutral
1616,bmw m4 gt4 biontech no63 construction save little behinds thegranturismo gtsport,-0.1875,Negative
1617,go go go pfizerbiontech,0.0,Neutral
1618,fellow docs science nerds sunday morning vaccine cheer gim c g u whats,0.0,Neutral
1619,europeanunion sunday officially started rolling mass vaccination campaign covid19 camp,0.0,Neutral
1620,comparison vaccines poses question shouldnt moderna use capacity produce vaccine,0.0,Neutral
1621,vonderleyen love lost eu27 theeu eu eunations eucountries euparliament eupoliticians vonderleyen,0.5,Positive
1622,elle snifé hey take easy respire calmement nonauvaccin sarscov2 pfizerbiontech,0.43333333333333335,Positive
1623,statedept realdonaldtrump today arrived covid19 vaccine italy pfizerbiontech thanks president trump gi,0.2,Positive
1624,full day received pfizerbiontech sarscov2 covid19 vaccine well arm soreness,0.35,Positive
1625,dont want rattle unwavering confidence pfizerbiontech covid19 vaccines must say,0.0,Neutral
1626,light hearted fun know someone took pfizervaccine thevaccine pfizerbiontech,0.35,Positive
1627,excitement kids waiting santa come went sleep early woke alar,0.1,Positive
1628,begins vaccineday pfizerbiontech moderna astrazeneca europe eu hope,0.0,Neutral
1629,covid19 vaccination part 1 done covidー19 vaccination pfizerbiontech nhs,0.0,Neutral
1630,please circulate false rumors wildly around social media online discussion groups nurse died afte,-0.0888888888888889,Negative
1631,lebanon signed 18 million deal pfizerbiontech 15 million doses expected february agreemen,-0.1,Negative
1632,done thankful pfizerbiontech,0.0,Neutral
1633,newsreader 1100 r4 announced europe starting administration pfizerbiontech coronavirus word vaccine omitted,0.0,Neutral
1634,happy day across europe europeanunion begins roll pfizerbiontech vaccine vaccination,0.8,Positive
1635,one shot time pfizerbiontech,0.0,Neutral
1636,95 new pfizerbiontech moderna astrazeneca,0.13636363636363635,Positive
1637,lebanon country six million people signed 18 million agreement pfizerbiontech,0.0,Neutral
1638,sunday morning cyprus officially began roll pfizerbiontech covid vaccine targeting pensioners,0.0,Neutral
1639,finland took delivery first batch pfizerbiontech coronavirus vaccine saturday first vac,0.25,Positive
1640,oman sunday launched coronavirus vaccination programme excellency dr ahmed al saidi minister,0.0,Neutral
1641,kuwait approved pfizerbiontech vaccine december site set people wishing vaccin,0.0,Neutral
1642,eu launches pfizerbiontech vaccine rollout across bloc,0.0,Neutral
1643,vaccinated pfizerbiontech covid19vaccine thank saudimoh,0.0,Neutral
1644,101yearold woman first germany receive pfizerbiontech vaccine coronavirus pfizerbiontech,0.25,Positive
1645,concerns pfizervaccine raised letitiawright unfairly attacked,-0.5,Negative
1646,nstnation nondisclosure agreement contract thus breach confidentiality amounts breach,0.0,Neutral
1647,alanbixter drajm njbbari3 devisridhar youarelobbylud fda tgagovau consumer would like informed,0.0,Neutral
1648,super grateful received pfizerbiontech sarscov2 vaccine today encourage everyone,0.3333333333333333,Positive
1650,nstworld 101yearold woman elderly care home became first person germany inoculated,0.25,Positive
1651,registered nurse nashvilletn taking sarscov2 vaccine via youtube,0.0,Neutral
1652,got covid19 vaccine early morning december 24th covidvaccine pfizerbiontech hope,0.1,Positive
1653,tiffanydover one news vaccin covidvaccine covid pfizer pfizerbiontech,0.0,Neutral
1654,bill gates amp walter white breaking gates painting alejandro via youtube,0.0,Neutral
1655,words cant express grateful made covid vaccines possible looking forward,0.0,Neutral
1656,dailymailuk trust pfizervaccine would never trust oxford seen kind moronic twa,0.6,Positive
1657,hamilton psw suffers rare severe reaction covid19 vaccine psw suffered seizures brief,-0.0875,Negative
1658,ceo pfizerbiontech wont even take vaccinehow guys still blind,-0.5,Negative
1659,people aged 70 get vaccine starting february mnownews covid19 singapore vaccine,-0.05,Negative
1660,heavily recommended simplified clear explanation pfizerbiontech sarscov2 vaccine,-0.049999999999999996,Negative
